pl_name,hostname,discoverymethod,disc_year,disc_facility,sy_snum,sy_pnum,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_mass,st_rad,st_teff,st_lum,sy_dist,ra,dec
Kepler-537 b,Kepler-537,Transit,2016,Kepler,1,1,2.57,1.41,3.247555219,0.04317,0,1181,1.07,0.99,5763,-0.03874,439.4,289.8805804,51.2769907
Kepler-1546 b,Kepler-1546,Transit,2016,Kepler,1,1,9.96,3.13,19.5974971,0.1366,0,671,0.95,0.93,5623,-0.12963,931.956,297.5839183,41.5411993
HD 106515 A b,HD 106515 A,Radial Velocity,2012,La Silla Observatory,2,1,6006.956892,12.1,3626,4.48,0.571,,0.89,0.91,5362,-0.16368,34.0915,183.7762699,-7.2575413
Kepler-1030 b,Kepler-1030,Transit,2016,Kepler,1,1,6.71,2.48,19.32952416,0.1338,0,529,0.8,0.76,4983,-0.55288,758.702,293.6819098,45.8175241
HATS-13 b,HATS-13,Transit,2015,HATSouth,1,1,172.58169,13.585308,3.0440499,0.04057,0.181,1244,0.962,0.887,5523,-0.32121,421.855,316.9614798,-26.0967205
WASP-47 e,WASP-47,Transit,2015,K2,1,4,9,1.83,0.78961,0.01673,0,1992,1.058,1.156,5565,0.03167,264.78,331.203092,-12.019067
TOI-4379 b,TOI-4379,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,1,353.743017,16.69017226,3.25352,,0.018,1869.38,1.372,1.976,6020,0.63749,645.158,252.0478813,-32.4337532
K2-28 b,K2-28,Transit,2016,K2,1,1,5.99,2.32,2.260455,0.0214,0,568,0.257,0.288,3214,-1.9397,62.9969,335.6233145,-7.9563525
TOI-500 d,TOI-500,Radial Velocity,2022,La Silla Observatory,1,4,33.12,6.35,26.233,,0.016,,0.74,0.678,4440,-0.70002,47.3924,106.559098,-47.5878156
HD 155918 b,HD 155918,Radial Velocity,2022,Multiple Observatories,1,2,7.62788177,2.67,1.87567,0.03,0.194,,1.03,1.01906,5771.84,0.01635,27.561,260.5364025,-75.349239
Kepler-1866 b,Kepler-1866,Transit,2021,Kepler,1,1,4.99,2.08215108,11.66009998,0.1016,0,834,1.03,1.083,5791,0.14386,976.737,286.2246453,44.6544869
TOI-4582 b,TOI-4582,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,1,168.4490557,10.53644186,31.034,,0.51,614.66,1.34,2.5,5190,0.612,383.846,256.8601374,68.8656263
TOI-2274 b,TOI-2274,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,1,6.57,2.45,2.67963,0.05,,771.46,0.612,0.631,3943,-1.06233,48.876,277.459311,40.5414117
TOI-1751 b,TOI-1751,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,1,19.5,2.9507845,37.46852,0.215,0.327,651.64,0.9382,1.3137,5970,0.29732,113.335,243.4888534,63.5335297
HATS-67 b,HATS-67,Transit,2018,HATSouth,1,1,460.8535,18.887165,1.6091788,0.03032,0.057,2193,1.435,1.441,6594,0.54654,960.109,180.2087883,-46.1364201
TOI-4145 A b,TOI-4145 A,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2,1,136.666215,13.30506009,4.0664428,0.04823,0,1074,0.905,0.859,5281,-0.28735,205.387,39.4297435,80.2673838
WASP-178 b,WASP-178,Transit,2019,WASP-South,1,1,527.5978,20.28829,3.3448285,0.0558,0,2470,2.07,1.67,9360,1.21484,427.678,227.270329,-42.7049658
HD 25463 b,HD 25463,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,2,8.7,2.54535814,7.0491423,0.076,0,1198.46,1.251,1.4182,6353,0.47276,45.6181,60.7483361,9.2077676
Kepler-1990 b,Kepler-1990,Transit,2023,Kepler,1,2,10.7,3.27,1.73513619,0.0286,0,1554,1.028,1.071,5751,0.11702,392.739,299.7047433,44.4357068
Kepler-633 c,Kepler-633,Transit,2021,Kepler,1,2,5.89,2.296,23.78319931,0.16246,0,725,0.997,1.265,5877,0.236,680.54,295.2173259,40.5921599
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,Microlensing,2022,KMTNet,1,1,66.74396547,9.6,,2.8,,,0.56,,,,6600,267.5772917,-30.0049694
Kepler-397 c,Kepler-397,Transit,2014,Kepler,1,2,31.6,6.18,135.498527,0.48,0,295,0.844,0.767,5307,-0.376,969,295.8940373,42.3805156
Kepler-781 b,Kepler-781,Transit,2016,Kepler,1,1,8.7,2.89,13.2140732,0.1019,0,629,0.81,0.78,5162,-0.38375,1064.47,287.6535874,47.4147762
Kepler-1021 b,Kepler-1021,Transit,2016,Kepler,1,1,6.04,2.33,13.47469571,0.1034,0,634,0.89,0.86,5431,-0.28836,810.082,295.2048999,42.5596699
TOI-5592 b,TOI-5592,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),1,1,285.7277379,17.14974047,2.6085846,0.03935,0.062,1789,1.194,1.393,6237,0.4216,597.026,106.6800684,65.857249
TOI-1338 c,TOI-1338 A,Radial Velocity,2023,Multiple Observatories,2,2,75.4,10.3,215.79,0.794,0.037,,1.0936,1.313,5723.2,0.32898,399.017,92.1330955,-59.5409853
K2-232 b,K2-232,Transit,2018,K2,1,1,126.49634,11.209,11.168454,0.10356,0.258,1030,1.188,1.161,6154,0.23805,130.72,73.7667927,18.654323
Kepler-1952 b,Kepler-1952,Transit,2021,Kepler,1,1,2.07,1.23923346,27.21080017,0.1724,0,725,0.922,1.305,5973,0.291,852.062,288.0764082,43.9584839
Kepler-216 c,Kepler-216,Transit,2014,Kepler,1,2,9.48,3.04,17.406669,0.136,0,814,1.126,1.26,6091,0.51836,1187.47,293.7280695,46.1291139
HD 153950 b,HD 153950,Radial Velocity,2008,La Silla Observatory,1,1,937.5985,13.2,499.39999,1.28,0.34,,1.25,1.28,6124,0.34635,48.4549,256.1292826,-43.3103753
Kepler-1431 b,Kepler-1431,Transit,2016,Kepler,1,1,2.76,1.47,5.86601526,0.0648,0,1064,1.03,1.03,5806,0.24349,1623.24,292.6583919,49.8651522
GJ 806 c,GJ 806,Radial Velocity,2023,Multiple Observatories,1,2,5.8,2.28,6.64064,0.0523,,490,0.413,0.4144,3600,-1.58528,12.0445,311.2697002,44.5002351
WASP-42 b,WASP-42,Transit,2012,SuperWASP,1,1,167.49641,12.576498,4.9816819,0.0561,0.062,1021,0.951,0.892,5315,-0.36094,177.291,192.981203,-42.0736165
TOI-1775 b,TOI-1775,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,1,96,8.04728896,10.2405549,0.08,0,707.89,0.9218,0.8288,5284,-0.31605,149.234,150.1151015,39.4577506
TOI-2796 b,TOI-2796,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,1,139.8444991,17.26183028,4.8084983,0.0569,0,1205,1.063,1.069,5764,0.05538,350.343,84.1527191,0.8962788
GJ 849 b,GJ 849,Radial Velocity,2006,W. M. Keck Observatory,1,2,283.8207675,13.9,1925.31,2.32,0.029,,0.45,0.45,3467,-1.59,8.80058,332.4229938,-4.6408317
Kepler-347 b,Kepler-347,Transit,2014,Kepler,1,3,4.54,1.97,12.79836,0.11,0,908,0.922,1.005,6088,0.34232,1298.88,289.1995995,49.3056404
HATS-31 b,HATS-31,Transit,2016,HATSouth,1,1,279.6904,18.38276,3.37796,0.0478,0.233,1823,1.275,1.87,6050,0.61909,773.974,191.7028214,-24.4273897
TOI-2427 b,TOI-2427,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,1,3.89,1.8,1.3060011,0.0202,,1117,0.64,0.65,4072,-0.94244,28.5147,52.2917315,-31.3628665
HD 110067 d,HD 110067,Transit,2023,Multiple Observatories,3,6,8.52,2.852,20.519617,0.1362,,602,0.798,0.788,5266,-0.36224,32.1585,189.8392243,20.0273377
Kepler-1514 c,Kepler-1514,Transit,2020,Kepler,1,2,1.74,1.1758241,10.514181,0.0997,0.32,1066,1.196,1.289,6145,0.32838,397.292,292.6274943,37.8601653
Kepler-68 e,Kepler-68,Radial Velocity,2023,Roque de los Muchachos Observatory,2,4,86.4493267,11.2,3455,4.6,0.33,,1.057,1.2564,5847,0.23106,144.166,291.0323102,49.0402129
TOI-332 b,TOI-332,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,1,57.2,3.2,0.777038,0.0159,0,1871,0.88,0.87,5251,-0.22143,222.852,348.0589516,-44.8764852
TOI-880.02,TOI-880,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,2,5.43,2.19,2.57571,0.0349,,1085,0.87,0.83,5050,-0.44771,60.6679,94.1644734,-13.987337
WASP-123 b,WASP-123,Transit,2016,SuperWASP,2,1,285.72917,15.13212395,2.97764359,0.04263,0,1500,1.166,1.285,5740,0.16234,197.996,289.4792124,-32.8601244
EPIC 246851721 b,EPIC 246851721,Transit,2018,K2,2,1,953.49,11.780659,6.180235,0.07229,,1401,1.317,1.586,6202,0.52634,372.632,78.9198197,16.2786991
HD 80653 b,HD 80653,Transit,2020,K2,1,2,5.72,1.613,0.719573,0.01661,0,2463,1.18,1.22,5959,0.24,109.86,140.3390845,14.3678691
TOI-6130 b,TOI-6130,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,1,333.7198274,14.3474953,2.392679,0.036,0.036,1750,1.31,1.51,6110,0.4609,220.882,339.2050832,16.8271941
Kepler-396 b,Kepler-396,Transit,2013,Kepler,1,2,75.5,3.5,42.994,0.24067,0,496,0.85,1.06,5656,-0.13461,223.757,296.1328135,48.9773095
K2-338 b,K2-338,Transit,2021,K2,1,1,1.08,1.03,3.850614,,,783,0.66,0.63,4558,-0.83644,156.951,124.3609294,17.0241557
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,Microlensing,2023,KMTNet,1,1,4.08,1.85,,1.7,,,0.25,,,,4670,272.4713333,-29.7622111
CoRoT-7 b,CoRoT-7,Transit,2009,CoRoT,1,3,4.07660518,1.68135,0.85359163,0.017016,0,1756,0.82,0.83,5275,-0.28938,159.906,100.9561682,-1.0630076
K2-34 b,K2-34,Transit,2016,K2,1,1,539.67534,13.75,2.9956348,0.0442,0,1687,1.16,1.42,6168,0.3997,348.646,127.5787231,22.2359194
K2-43 c,K2-43,Transit,2019,K2,1,2,6.44,2.42,2.198884,,,1093.7,0.571,0.542,3840.6,-1.21241,182.536,169.117028,-3.9754405
TOI-1422 c,TOI-1422,Radial Velocity,2025,Roque de los Muchachos Observatory,1,2,14,2.61,34.5633,0.205,0.2,628,0.9903,1.019,5840,0.04766,155.141,354.240829,39.6392793
TOI-1683.01,TOI-1683,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,1,7.45,2.6382,3.0575356,0.036507593,,929.25,0.694661,0.7,4402,-0.78662,51.1884,65.9796504,27.8223701
TOI-5143 c,TOI-5143,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),1,1,,16.25302201,5.2097118,0.05602,,904.48,0.864,0.852,5183,-0.28635,181.38,165.3651202,5.1394812
NGTS-25 b,NGTS-25,Transit,2022,Next-Generation Transit Survey (NGTS),1,1,203.0923521,11.46678726,2.823093,0.0388,0,1101,0.91,0.86,5321,-0.29158,521.233,307.4182976,-39.0323568
HD 34445 f,HD 34445,Radial Velocity,2017,Multiple Observatories,1,6,37.9,6.88,676.8,1.543,0.031,,1.07,1.38,5836,0.3032,46.0907,79.4207483,7.3527156
TOI-5726.01,TOI-5726,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,1,7.05,2.554,5.491125215,0.062186,,1093.03,1.06,1.106,5874,0.11832,108.848,123.3950504,68.5745899
TOI-1260 b,TOI-1260,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,3,8.56,2.41,3.127463,0.0367,0,871,0.679,0.672,4227,-0.88941,73.5977,157.1440712,65.8541986
WASP-184 b,WASP-184,Transit,2019,WASP-South,1,1,181.1631,14.90797,5.1817,0.0627,0,1480,1.23,1.65,6000,0.50133,663.231,209.51701,-30.348153
TOI-3976 A b,TOI-3976 A,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2,1,55.61997123,12.27383387,6.607662,0.0743,0,1295,1.254,1.501,5975,0.41296,516.087,224.3560083,44.2743223
HD 156846 b,HD 156846,Radial Velocity,2007,La Silla Observatory,2,1,3391.2461,12.4,359.51001,1.12,0.85,,1.38,1.9,6090,0.69723,47.7332,260.1423366,-19.334365
Kepler-399 c,Kepler-399,Transit,2014,Kepler,1,3,2.63,1.43,26.67569,0.155,0,630,0.902,0.68,5502,-0.418,740.537,299.5017242,40.6707669
Kepler-1802 b,Kepler-1802,Transit,2021,Kepler,1,2,3.43,1.671,15.45020008,0.0662,0,581,0.649,0.637,4245,-0.925,636.694,300.2420869,44.1412854
TOI-4155 b,TOI-4155,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),1,1,10.4,3.21,3.320729,,,1255,1.16,0.95,5724,0.0658,240.737,325.6362269,77.7343836
TOI-431 c,TOI-431,Radial Velocity,2021,La Silla Observatory,1,3,2.83,1.49,4.8494,0.052,0,867,0.78,0.731,4850,-0.56509,32.5686,83.2692502,-26.7238698
TOI-451 c,TOI-451,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2,3,3.7,2.93,9.192463,0.0795,0,865,0.93,0.85,5490,-0.22915,123.739,62.966385,-37.93973
TOI-451 d,TOI-451,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2,3,10.2,3.93,16.364962,0.1168,0,714,0.93,0.85,5490,-0.22915,123.739,62.966385,-37.93973
PDS 70 c,PDS 70,Imaging,2019,European Southern Observatory,1,2,2383.713053,22.19378179,,34.3,0.037,1054,0.982,1.26,4109,-0.45593,113.064,212.0421402,-41.3980405
WASP-171 b,WASP-171,Transit,2019,WASP-South,1,1,344.52772,10.98482,3.8186244,0.0504,0,1642,1.171,1.637,5965,0.67172,757.84,171.8450533,-44.0887035
HATS-42 b,HATS-42,Transit,2018,HATSouth,1,1,597.5204,15.6926,2.292102,0.03689,0.229,1856,1.273,1.48,6060,0.42488,800.377,108.4523991,-33.4373462
WASP-151 b,WASP-151,Transit,2017,SuperWASP-South,1,1,100.4337766,13.30506009,4.5334775,0.055,0,1312,1.081,1.181,5871,0.14485,453.099,349.0634651,0.3066895
HD 63433 d,HD 63433,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,3,1.25,1.073,4.209075,0.0503,0.16,1040,0.99,0.912,5688,-0.12494,22.4035,117.4793699,27.3631342
HD 35843 b,HD 35843,Radial Velocity,2025,Paranal Observatory,1,2,5.84,2.29,9.8991,0.088,0,,0.94,0.897,5666,-0.12494,69.6026,81.3488924,-44.4312849
WASP-130 b,WASP-130,Transit,2016,SuperWASP-South,1,1,390.9309,9.97601,11.55098,0.1012,0,833,1.04,0.96,5625,-0.03215,172.256,203.1060194,-42.4752733
Kepler-1099 b,Kepler-1099,Transit,2016,Kepler,1,1,8.4,2.83,2.168452593,0.0337,0,1558,1.01,1,5837,-0.11906,1022.8,288.7499866,48.2771163
Kepler-289 b,Kepler-289,Transit,2014,Kepler,1,4,3.7,2.49,34.5383,0.21183,0,607,1.08,1,5990,0.061,704.438,297.4653351,42.8828517
TOI-277 b,TOI-277,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,1,7.51,2.65,3.994,0.0269,,587.92,0.16,0.362,4031,-1.3504,64.6692,19.0766985,-20.9532772
KOI-94 c,KOI-94,Transit,2013,Kepler,2,4,15.6,4.32,10.423648,0.1013,0.43,1012,1.277,1.52,6182,0.479,477.052,297.3330716,41.8911186
TOI-2986 b,TOI-2986,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),1,1,96.61983573,9.292245,3.2783662,0.04489,0.14,1622,1.122,1.458,5906,0.36773,563.149,163.7715605,-6.4784524
mu2 Sco b,mu2 Sco,Imaging,2022,Paranal Observatory,1,1,4576.729061,12.3,,242.4,0.56,,9.1,5.6,21700,3.8,,253.0838724,-38.0176339
Kepler-1863 b,Kepler-1863,Transit,2021,Kepler,1,1,5.74,2.26309256,44.99760056,0.23678,0,508,1.097,0.983,5871,0.40952,865.546,282.2397185,43.2440854
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,Microlensing,2026,KMTNet,1,1,42.32,7.34,,1.6,,,0.26,,,,7500,267.778875,-30.1391111
KOINTREAU-1 b,XEST 17-036,Imaging,2026,W. M. Keck Observatory,1,1,3368.981114,12.4,,690,,,0.26,,3551,,158.618,68.359288,22.758056
WASP-29 b,WASP-29,Transit,2010,SuperWASP,1,1,73.1009,8.63093,3.92273,0.0457,0.03,970,0.77,0.79,4800,-0.52509,87.5953,357.8791976,-39.9071215
HD 221416 b,HD 221416,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),1,1,60.5,9.17,14.2767,0.1228,0.115,1314.67,1.212,2.943,5080,0.71181,95.5483,353.0331863,-21.8012007
XO-2 S b,XO-2 S,Radial Velocity,2014,Roque de los Muchachos Observatory,2,3,82.6358,10.9,18.157,0.13,0.18,,0.98,1,5399,-0.12302,151.398,117.0309753,50.2169068
Kepler-475 b,Kepler-475,Transit,2016,Kepler,1,1,6.76,2.49,3.105508189,0.03989,0,980,0.86,0.79,5009,-0.46424,280.069,287.051694,40.2114232
Kepler-1836 b,Kepler-1836,Transit,2021,Kepler,1,1,7.05,2.55303229,5.254169941,0.0602,0,1093,1.053,0.987,6123,0.01616,1472.62,292.3150933,40.8387799
Kepler-896 c,Kepler-896,Transit,2023,Kepler,1,2,10.1,3.15,29.5422566,0.1792,0,515,0.877,0.803,5510,0.48148,2334.93,282.4391402,43.7344291
Barnard e,Barnard's star,Radial Velocity,2025,Gemini Observatory,1,4,0.193,0.637,6.7392,0.0381,0.04,340,0.162,0.185,3195,-2.44977,1.82655,269.4486144,4.7379808
Kepler-385 b,Kepler-385,Transit,2014,Kepler,1,3,12.8,2.73,10.043686,0.097,0,951,0.992,1.126,6326,0.14374,1432.61,294.3385109,50.3365178
EPIC 201238110 b,EPIC 201238110,Transit,2019,K2,1,1,4.16,1.87,28.1656,,,,0.41,0.374,3587,-1.50834,159.259,179.7058532,-3.3894613
Kepler-691 b,Kepler-691,Transit,2016,Kepler,1,1,5.02,2.09,8.114379,0.0649,0,460,0.53,0.5,3715,-1.30464,279.115,288.8117314,40.0332311
Kepler-20 g,Kepler-20,Radial Velocity,2016,Multiple Observatories,2,6,19.96,4.71,34.94,0.2055,0.15,524,0.948,0.9639,5495,-0.16451,282.563,287.6979913,42.3385782
Kepler-332 b,Kepler-332,Transit,2014,Kepler,1,3,1.71,1.17,7.626324,0.07,0,703,0.743,0.72,4955,-0.5837,344.19,286.6627811,47.4136938
Kepler-1041 b,Kepler-1041,Transit,2016,Kepler,1,1,8.96,2.94,24.7576421,0.1688,0,644,1.06,1.08,5957,0.48914,1485.82,293.8817361,49.6831419
Kepler-1578 b,Kepler-1578,Transit,2016,Kepler,1,1,1.12,1.04,1.450886907,0.0252,0,1700,0.9,0.86,5545,-0.16523,1064.05,288.3021104,47.7756227
Kepler-1966 b,Kepler-1966,Transit,2021,Kepler,1,1,1.39,1.10479327,8.617429733,0.0763,0,733,0.797,0.84,5009,-0.56655,484.601,292.4637788,41.2990438
Kepler-1987 d,Kepler-1987,Transit,2023,Kepler,1,4,7.56,2.66,5.644914154,0.0571,0,744,0.799,0.714,4769,-0.61631,595.683,295.8254663,42.9433716
Kepler-819 b,Kepler-819,Transit,2016,Kepler,1,1,8.05,2.76,33.1995648,0.1894,0,485,0.86,0.81,5279,-0.39773,664.306,295.3708312,39.1772925
Kepler-887 c,Kepler-887,Transit,2016,Kepler,1,2,1.51,1.13,7.63846023,0.0801,0,1089,1.19,1.29,6194,0.44617,886.588,290.0907893,39.8169085
Kepler-306 d,Kepler-306,Transit,2014,Kepler,1,4,6.66,2.47,17.326644,0.12,0,535,0.75,0.719,4954,-0.4693,775.679,288.5387145,40.6160545
Kepler-177 c,Kepler-177,Transit,2013,Kepler,1,2,14.7,8.73,49.40926,0.25655,0,497,0.921,1.324,5732,0.24,1435.44,286.0471442,45.0532038
Kepler-635 b,Kepler-635,Transit,2016,Kepler,1,1,7.46,2.64,23.44971004,0.18332,0,802,1.33,1.51,6174,0.73514,1141.08,289.7732613,40.8007019
Kepler-1083 b,Kepler-1083,Transit,2016,Kepler,1,1,11.2,3.36,33.4177993,0.1899,0,448,0.81,0.77,5049,-0.47303,902.633,283.1618831,45.198336
Kepler-79 d,Kepler-79,Transit,2014,Kepler,1,4,6,7.16,52.0902,0.287,0.025,592,1.165,1.302,6174,0.342,1020.72,300.5171067,44.3815508
Kepler-195 c,Kepler-195,Transit,2014,Kepler,1,2,3.02,1.55,34.096863,0.197,0,469,0.867,0.775,5329,-0.36708,652.051,288.1209339,47.9666141
Kepler-1661 b,Kepler-1661,Transit,2020,Kepler,2,1,17,3.87,175.06,0.633,0.057,243,0.841,0.762,5100,-0.51299,410.607,285.1670927,41.9669383
HATS-25 b,HATS-25,Transit,2016,HATSouth,1,1,194.82979,14.12334,4.2986432,0.05163,0.176,1277,0.994,1.107,5715,0.06819,471.158,207.9076746,-23.7812403
TOI-836 b,TOI-836,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,2,4.53,1.704,3.81673,0.0422,0.053,871,0.678,0.665,4552,-0.85276,27.5024,225.0798831,-24.4542022
K2-413 b,K2-413,Transit,2022,K2,1,2,0.363,0.7599,0.8094,0.0117,,,0.808,0.7,4116,-0.83322,285.162,353.4175668,-7.6120272
Kepler-212 b,Kepler-212,Transit,2014,Kepler,1,2,1.32,1.09,16.257582,0.133,0,830,1.166,1.455,5852,0.38347,687.194,287.6208165,43.1416239
Kepler-195 b,Kepler-195,Transit,2014,Kepler,1,2,4.78,2.03,8.307872,0.077,0,751,0.867,0.775,5329,-0.36708,652.051,288.1209339,47.9666141
K2-83 c,K2-83,Transit,2016,K2,1,2,2.8,1.483,9.99767,0.07131,0.06,,0.484,0.424,3910,-1.20362,125.529,59.9013782,15.5587994
Kepler-24 d,Kepler-24,Transit,2014,Kepler,1,4,293.959,1.67,4.244384,0.051,0,1305,1.046,1.289,5897,0.064,1156.81,290.4132621,38.3437283
Kepler-15 b,Kepler-15,Transit,2011,Kepler,1,1,209.76,10.76,4.942782,0.05714,0.06,1251,1.018,0.992,5515,-0.087,739.412,296.2005506,49.1400304
Kepler-83 d,Kepler-83,Transit,2014,Kepler,2,3,4.1,1.94,5.169796,0.051,0,569,0.58,0.594,4648,-1.10237,400.409,282.2325197,43.6655662
Kepler-143 c,Kepler-143,Transit,2014,Kepler,1,2,11.3,3.37,27.082511,0.181,0,703,0.982,1.359,5848,0.29363,809.467,298.0676519,49.412541
Kepler-1116 b,Kepler-1116,Transit,2016,Kepler,1,1,6.99,2.54,41.6977827,0.233,0,488,0.95,0.93,5641,-0.14676,1008.57,291.9336573,44.1154992
HD 141399 d,HD 141399,Radial Velocity,2014,Multiple Observatories,1,4,375.0394,13.7,1069.8,2.09,0.074,,1.07,1.387236,5600,0.2014,37.0169,236.7235392,46.986288
Kepler-159 c,Kepler-159,Transit,2014,Kepler,1,2,11.5,3.41,43.595792,0.218,0,275,0.628,0.663,4625,-0.75443,373.744,297.0702037,40.868734
HIP 67851 b,HIP 67851,Radial Velocity,2015,Multiple Observatories,1,2,365.5026681,13.7,89.23,0.42,0.13,,1.28,5.45,4840,1.16673,64.1181,208.465364,-35.3146536
Kepler-54 d,Kepler-54,Transit,2014,Kepler,1,3,12.0946,1.53,20.995694,0.126,0,328,0.518,0.554,4252,-1.30103,271.701,294.7739245,43.0561976
YZ Cet d,YZ Cet,Radial Velocity,2017,La Silla Observatory,1,3,1.09,1.03,4.65626,0.02851,0.07,356.7,0.142,0.157,3151,-2.65857,3.71207,18.1330792,-16.9962434
Kepler-1608 b,Kepler-1608,Transit,2016,Kepler,1,1,3.64,1.73,16.4735686,0.1126,0,612,0.75,0.72,4992,-0.537,832,295.563555,39.41757
Kepler-152 b,Kepler-152,Transit,2014,Kepler,1,2,8.2,2.79,18.207973,0.124,0,551,0.779,0.724,5088,-0.46488,441.09,286.8653826,41.9889571
HD 125612 b,HD 125612,Radial Velocity,2007,W. M. Keck Observatory,2,3,945.2216824,13.2,557.69994,1.349,0.446,,1.05,1.07,5900,0.06,57.6207,215.2227183,-17.4818147
Kepler-1641 c,Kepler-1641,Transit,2016,Kepler,1,2,9.01,2.95,32.657212,0.2065,0,767,1.12,1.19,6152,0.13083,860.37,296.359456,41.5745321
K2-45 b,K2-45,Transit,2016,K2,1,1,36.4,6.71,1.7292684,0.0224,0.1,1073.56,0.503,0.445,4103,-0.73994,495.317,169.6327547,-1.7740582
HD 68475 b,HD 68475,Radial Velocity,2026,Las Campanas Observatory,1,1,1639.99458,12.8,7832,7.27,0.62,,0.83,0.79099,5022,-0.44562,33.4297,122.7192621,-42.8128841
TrES-3 b,TrES-3,Transit,2007,TrES,1,1,607.03,14.975,1.30618581,0.02282,0,1638,0.928,0.829,5650,-0.20412,231.337,268.0291106,37.5463268
Kepler-968 c,Kepler-968,Transit,2016,Kepler,1,3,3.5,1.69,5.709404918,0.052,0,644,0.76,0.7,4598,-0.7626,290.324,285.6025889,50.1120401
HD 165131 b,HD 165131,Radial Velocity,2023,Multiple Facilities,1,1,5943.391211,12.1,2342.6,3.54,0.6708,,1.06,1.06419,5870,0.08329,57.4263,271.3444007,-21.6737039
WASP-105 b,WASP-105,Transit,2017,SuperWASP-South,1,1,572.094,10.76064,7.87288,0.075,0,900,0.89,0.9,5070,-0.02427,169.272,24.1678686,-50.659308
WASP-91 b,WASP-91,Transit,2017,SuperWASP-South,1,1,425.8922,11.54527,2.798581,0.037,0,1160,0.84,0.86,4920,-0.3827,149.942,357.846434,-70.1528621
G 268-110 b,G 268-110,Radial Velocity,2025,Calar Alto Observatory,1,1,1.52,1.13,1.43263,0.01283,0,534,0.137,0.177,,-2.63971,,16.223688,-18.124802
Kepler-1463 b,Kepler-1463,Transit,2016,Kepler,1,1,4.12,1.86,25.15864,0.1694,0,619,0.96,0.95,5679,0.09195,1687.47,294.4872785,42.0069064
Kepler-712 c,Kepler-712,Transit,2016,Kepler,1,2,21,4.85,226.89047,0.66479,0,236,0.84,0.78,5148,-0.48393,872.493,294.9096739,42.9351987
Kepler-1948 b,Kepler-1948,Transit,2021,Kepler,1,1,1.09,1.03283226,15.57129955,0.1022,0,399,0.585,0.557,3872,-0.8617,193.903,287.3640804,47.7853043
Kepler-146 c,Kepler-146,Transit,2014,Kepler,1,2,9.96,3.13,76.732171,0.364,0,473,1.079,1.208,5948,0.14794,716.797,294.1107631,38.7102222
Kepler-711 b,Kepler-711,Transit,2016,Kepler,1,1,11.5,3.41,23.58914398,0.1429,0,487,0.84,0.8,5222,-0.49939,624.575,297.4600468,42.8398172
Kepler-1080 b,Kepler-1080,Transit,2016,Kepler,1,1,10.8,3.28,77.2548396,0.3781,0,548,1.1,1.16,5956,0.86064,1382.82,296.4644914,49.1828952
WASP-113 b,WASP-113,Transit,2016,SuperWASP-North,1,1,150.96925,15.793481,4.542168745,0.05885,0,1496,1.318,1.608,5890,0.51621,435.156,224.8728589,46.9600996
Kepler-248 c,Kepler-248,Transit,2014,Kepler,1,2,15.6,4.07,16.239494,0.123,0,598,0.838,0.831,5190,-0.41834,738.792,293.0613138,43.5813577
HD 133131 A c,HD 133131 A,Radial Velocity,2016,Las Campanas Observatory,2,3,133.4886,14.3,3568,4.49,0.49,,0.95,0.955014,5799,-0.01658,51.4736,225.8984524,-27.8431369
Kepler-1319 b,Kepler-1319,Transit,2016,Kepler,2,1,2.36,1.34,2.886762645,0.0296,0.33,557,0.56,0.54,3655,-1.45739,103.917,290.9564463,49.3667933
Kepler-678 b,Kepler-678,Transit,2016,Kepler,1,1,23.1,5.14,7.27503724,0.0732,0,833,0.94,0.91,5520,0.44927,1826.15,295.4552577,50.4945093
